CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,NOISE1,NOISE2,NOISE3,NOISE4,NOISE5,NOISE6,NOISE7,NOISE8,MEDV
3.56868,0,18.1,0,0.58,6.437,75,2.8965,24,666,20.2,393.37,14.36,0.857126033,0.540975023,0.588759622,6.438070608,75.00186956,0.586466592,6.441651674,75.00217108,23.2
4.64689,0,18.1,0,0.614,6.98,67.6,2.5329,24,666,20.2,374.68,11.66,0.197384139,0.622641472,0.621831091,6.981876922,67.60555637,0.62190312,6.983755835,67.60214163,29.8
8.05579,0,18.1,0,0.584,5.427,95.4,2.4298,24,666,20.2,352.58,18.14,0.412934696,0.634840975,0.585294267,5.428727359,95.40873402,0.587279867,5.431645216,95.40473077,13.8
6.39312,0,18.1,0,0.584,6.162,97.4,2.206,24,666,20.2,302.76,24.1,0.186540853,0.149084559,0.593181379,6.16591598,97.40359766,0.58791565,6.162806142,97.40179441,13.3
4.87141,0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68,0.237379472,0.688067986,0.618358561,6.490157543,93.60197691,0.617550672,6.492852357,93.60052022,16.7
15.0234,0,18.1,0,0.614,5.304,97.3,2.1007,24,666,20.2,349.48,24.91,0.435150474,0.10298724,0.615461151,5.310456507,97.30625254,0.617712612,5.306951859,97.3099967,12
10.233,0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,379.7,18.03,0.524983009,0.130192387,0.620548032,6.186927513,96.70010331,0.620695627,6.185708678,96.70214329,14.6
5.73116,0,18.1,0,0.532,7.061,77,3.4106,24,666,20.2,395.28,7.01,0.163286546,0.359309236,0.539562339,7.06404728,77.0015383,0.540685718,7.062353407,77.00858859,25
2.81838,0,18.1,0,0.532,5.762,40.3,4.0983,24,666,20.2,392.92,10.42,0.770505983,0.946881528,0.538659084,5.764758841,40.30455403,0.533133761,5.770711058,40.30826208,21.8
2.37857,0,18.1,0,0.583,5.871,41.9,3.724,24,666,20.2,370.73,13.34,0.847816644,0.001690941,0.58417208,5.878286545,41.90352253,0.586025086,5.871126323,41.90904333,20.6
3.67367,0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58,0.530215024,0.163038976,0.585810827,6.312317391,51.90857609,0.589016494,6.319586583,51.90626331,21.2
5.69175,0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,392.68,14.98,0.402910129,0.511789281,0.584866416,6.116785154,79.80471782,0.591133936,6.120324034,79.80646669,19.1
4.83567,0,18.1,0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45,0.684846225,0.718885642,0.592402532,5.907907865,53.20498011,0.589569682,5.912235165,53.20994859,20.6
0.15086,0,27.74,0,0.609,5.454,92.7,1.8209,4,711,20.1,395.09,18.06,0.782724473,0.320937556,0.610940844,5.463868347,92.70051543,0.617257801,5.463464768,92.70810818,15.2
0.18337,0,27.74,0,0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97,0.548613659,0.716430565,0.610205395,5.415411416,98.30863049,0.610552761,5.415350402,98.3090797,7
0.11132,0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,396.9,13.35,0.619993872,0.159360969,0.617719319,5.986568986,83.5015959,0.617852331,5.992898438,83.50396006,20.1
0.17331,0,9.69,0,0.585,5.707,54,2.3817,6,391,19.2,396.9,12.01,0.199520538,0.854649413,0.586294595,5.708945255,54.00141369,0.591631041,5.711797258,54.00191328,21.8
0.27957,0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,396.9,13.59,0.777255201,0.492916337,0.591695057,5.933584755,42.6082429,0.588195827,5.927001805,42.60225246,24.5
0.2896,0,9.69,0,0.585,5.39,72.9,2.7986,6,391,19.2,396.9,21.14,0.05805449,0.562688423,0.594358737,5.399701866,72.90420109,0.586861833,5.399155953,72.9048204,19.7
0.26838,0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1,0.122663317,0.044728959,0.589566578,5.800353742,70.60886094,0.587410908,5.798294402,70.60672764,18.3
0.23912,0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,396.9,12.92,0.658581872,0.80964493,0.593267914,6.028015387,65.30905101,0.587567624,6.027438484,65.30572386,21.2
0.17783,0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1,0.689277981,0.391706056,0.585280935,5.56980303,73.50004937,0.594974155,5.575066468,73.50522365,17.5
0.22438,0,9.69,0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33,0.237389667,0.457128256,0.594005567,6.036408966,79.70647742,0.594912553,6.029112821,79.70410501,16.8
0.06263,0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21,391.99,9.67,0.467092626,0.591193166,0.580440484,6.599803537,69.1062787,0.573446297,6.600121885,69.10870765,22.4
0.04527,0,11.93,0,0.573,6.12,76.7,2.2875,1,273,21,396.9,9.08,0.435924002,0.818895298,0.577673703,6.128957817,76.70374148,0.57603713,6.120378265,76.70145781,20.6
0.06076,0,11.93,0,0.573,6.976,91,2.1675,1,273,21,396.9,5.64,0.257421526,0.016555899,0.57513844,6.98138096,91.00646376,0.573595188,6.980278632,91.00104864,23.9
0.10959,0,11.93,0,0.573,6.794,89.3,2.3889,1,273,21,393.45,6.48,0.509039952,0.885387357,0.582623787,6.798905617,89.30748191,0.573883334,6.801516288,89.30733513,22
0.04741,0,11.93,0,0.573,6.03,80.8,2.505,1,273,21,396.9,7.88,0.531950973,0.000661732,0.574685122,6.037552014,80.80766802,0.573158331,6.034341114,80.80842807,11.9
